video_id,comment
Tdj4cbV6T3w,"GMP cGMP Certifications 
Goods Manufacturing Practices for industrial sector,
widely used for packaging and import export domain.

https://youtu.be/OedRc28NiTQ?si=Il1rHEif5Xp7W6Pi
#gmp #cgmp #importexport #packaging #Manufacturing  #production"
Tdj4cbV6T3w,This is eye opening. Even though the non-biological vanar sena will make you believe otherwise. Thanks to TCA for telling the truth.
Tdj4cbV6T3w,"TCA Raghavan is misleading the viewers.  After all, from 26 May 2014 onwards, -India- Bharath has been the champion manufacturer of exaggerated self-glorification,  champion manufacturer of imagined cultural superiority,  and champion manufacturer of Hindu superstitiousness."
Tdj4cbV6T3w,"Manufacturing yield will come into reality in the 2030s. Land, labor, and farm reform could add another 2% boost to its GDP."
Tdj4cbV6T3w,"No power can stop india's economic progress, development, growth, stability, and prosperity. Atama nirbhar BHARAT. Good governance effective structural reform policies. Sabka saath Sabka vishvash sabka prayash sabka vikash"
Tdj4cbV6T3w,How much donations Mr Soros made?
Tdj4cbV6T3w,All thanks to Mogliji ! Our Manufacturing is soaring as fast as Hero cycle !
Tdj4cbV6T3w,Make in India is 90% import from China and assemble in India 😂😂😂
Tdj4cbV6T3w,Unlike services it takes a lot of time and effort to bootstrap.manufacturing. imagine the time it took for indian automobile industry to grow. But once done it is usually hard to stop.
Tdj4cbV6T3w,But had Make In India not happened we would have only software and service growth. So overall gdp would have less growth. MIA helped in some sense which was dropping as a %. Atleast it grew same rate as overall gdp which is a success
Fszn2NawStE,Its made in china .. just to avoid trump terrif selling in name of India...its Chinese tactics..they has been doing this from long time in Vietnam where Chinese shoes tag with made in Vietnam 😂
Fszn2NawStE,I will never buy 😂😂😂
Fszn2NawStE,"ye sab ajse nehi, hazaro saal se India ki baniye lok Europe me bechte arahe hei"
Fszn2NawStE,😳
Fszn2NawStE,❤❤🎉
Fszn2NawStE,Song b kya jabardast lagaya bhai...👌👌 Aap hamesha europe ka tarif karte ho lekin apna country ko kabi chota nahi dhikate ho na aise bolte ho...👍🇮🇳🇮🇳💪🚩
Fszn2NawStE,🇭🇺🏴‍☠️
Fszn2NawStE,My favorite song 👍👍👍👍
Fszn2NawStE,Bhai Mujhe Bhi Support Kar Do Iswar Aapko Hamesha Khush Rakhe Me Dil Se Prathana Krta Hun Please 🙏
Fszn2NawStE,Wonderful! I love traditional Indian design 🙏🏻
Fszn2NawStE,Wah bhai ❤
Fszn2NawStE,"Meru bhai , Jab india EU ka FTA sign ho jayega tab bohot sare product made in India milega waha"
Fszn2NawStE,What is name of the store?
Fszn2NawStE,🙂👍🇮🇳🇵🇱
Fszn2NawStE,"Nice ,love to see ....."
Fszn2NawStE,Superb but where are those Indian mangoes ? 🤷
Fszn2NawStE,Meru bhai we will only purching indian products
Fszn2NawStE,❤❤❤
Fszn2NawStE,❤❤❤❤ Achha laga made in india poland mein hai so much love and respect from Chennai Tamil Nadu to both you and your family
Fszn2NawStE,Arey india ke products tho mehnge honge waha pr😮
Fszn2NawStE,❤❤❤❤❤❤
Fszn2NawStE,Happy birthday bhaiya mahadev bless you 🎉
Fszn2NawStE,Meru babu agar ladki hote na tum to bahut attitude wali hoti...baat baat mai nakhare wali...chehare se lagta hai😅😅
Fszn2NawStE,Hathi acha ha meru bhaiya
Fszn2NawStE,Alright...the background voice
Fszn2NawStE,Bhai bahot se pakistani mc indian naam se dukan calate he ....waha se boycott karo
Fszn2NawStE,wow
Fszn2NawStE,song choice bhaot acha laga miru bhaiya
Fszn2NawStE,ur wife bhi made in india song wali lg rhi h
Fszn2NawStE,"#Yeh To Galat baat hai, Bhai abroad's Beautiful Lady ke saath ho liye or hamare liye made in India, bhai ab indian girl bharose ke layak nahi hai."
Fszn2NawStE,Made in india🎉
Fszn2NawStE,Din bna diya bhai ish reel ne
Fszn2NawStE,🤟🤟🤟
IvloHsmi_vg,My brother ❤y
IvloHsmi_vg,@nyone in 2025 ??
IvloHsmi_vg,Trust me i love this song since 90 my childhood ..... miland is wow Alisha sweetest one ❤
IvloHsmi_vg,I watch this song today 😅
IvloHsmi_vg,😊😊😊😊😊
IvloHsmi_vg,Great beat and great choreo.  She is great.
IvloHsmi_vg,I love india
IvloHsmi_vg,I’m here after listening Esther hnamte 🥰
IvloHsmi_vg,"Republic day, independence day performance song 😂❤"
IvloHsmi_vg,Truly indian 😂😂
IvloHsmi_vg,Anyone in 2025
IvloHsmi_vg,From tamilnadu tenkasi 15-7-2025❤
IvloHsmi_vg,Anyone in 2025?🎉🎉
IvloHsmi_vg,Esther hnamte vang in ka view..😅
IvloHsmi_vg,Mtv those days after school ❤
IvloHsmi_vg,I want 000000⁰0p
IvloHsmi_vg,Milind Soman thirst trap 🥵🥵🥵🥵
IvloHsmi_vg,Milind soman entry just wow ❤❤
IvloHsmi_vg,Mere india 😅
IvloHsmi_vg,"in my childhood my dad used to listen in videocon taperecorder , still i remember
never forgetable those days"
IvloHsmi_vg,🙏❤️🇮🇳❤ Nostalgic!❤🇮🇳❤️🙏
IvloHsmi_vg,Frome esther hnamte🎉
IvloHsmi_vg,Best 🎶 ❤
IvloHsmi_vg,Anyone here because of Esther Hnamte ??
IvloHsmi_vg,Video dekh ke kon song sune aaya hai 😂
IvloHsmi_vg,Where is the Rap part?????
IvloHsmi_vg,Listening from mizoram (india) 13 july 2025
IvloHsmi_vg,Please watch the remake of this song by our sister Esther Hnamte
IvloHsmi_vg,Jai Hind jai shree Ram ❤❤❤❤❤
IvloHsmi_vg,Watch after Esther Hnamte cover👉
IvloHsmi_vg,Iam mizo boy
IvloHsmi_vg,Comming back after esther to see if there is the rap part  esther had added..
IvloHsmi_vg,Esther hnamte
IvloHsmi_vg,13 th july 2025 listening 😊😊😊
IvloHsmi_vg,Who are listening in 2025 and from which country?
IvloHsmi_vg,Compare with Esther hnamte from mizoram😮
IvloHsmi_vg,Straight from Esther Hnamte channel.....
IvloHsmi_vg,Sandhese Aate Hai
IvloHsmi_vg,"I heard this song and love it but never seen the video, i came here because of esther, who else did?"
IvloHsmi_vg,"I watch in 2025, becouse of (esther hnamte(mizo),she cover made in india"
IvloHsmi_vg,Whos here after Esther Hnamte released the song?
IvloHsmi_vg,2025 ❤
IvloHsmi_vg,❤❤❤❤❤❤❤❤❤❤❤
IvloHsmi_vg,Alisha Chinai awsm singer
IvloHsmi_vg,Whatawonderfulgoldenvoicesgoldensonggoldenmelodiousultraevergreensongthanksalot
IvloHsmi_vg,Whatawonderfulgoldenvoicesgoldensonggoldenmelodiousandexcellentlyricsmusicscompositionthanksalot
IvloHsmi_vg,🎉🎉🎉🎉🎉❤….
IvloHsmi_vg,"Modi ji jesa song 
Made in india❤❤❤❤❤❤
2025.   Jul8🎉🎉🎉🎉"
IvloHsmi_vg,2050 India became a world power 😂
IvloHsmi_vg,I miss my childhood😢
hurdpPzEKjI,😮
hurdpPzEKjI,Beautiful✨
hurdpPzEKjI,Indian workers really do a lot of hardwork without the credit and benefit.
hurdpPzEKjI,B I 👌
hurdpPzEKjI,❤
hurdpPzEKjI,.31 cents per kilogram????? this is an abomination
hurdpPzEKjI,Anyone here from the Powerpoint placeholder youtube link? 😭
hurdpPzEKjI,"OMG! This totally brought me back to my childhood in the early 2000s! My dad had a beautiful wooden chess set, and I used to stare at the knights for HOURS, wondering how they were made.  Never knew it was SUCH a precise process.  This video is AMAZING!"
hurdpPzEKjI,"After watching this, it struck me how hardworking the less fortunate are"
hurdpPzEKjI,Moral of the story? We all like the smell of poop in small quantities 😆 🤣 😂
hurdpPzEKjI,OMG I'm s-s-sobbing rn 😭😭😭  This is absolutely breathtaking!  The craftsmanship... the dedication... I can't even!!!  The detail is INSANE!
hurdpPzEKjI,"OMG, I'm not crying, YOU'RE CRYING!  Those poor, tiny muga silkworms, working themselves to death for a $6,500 sari! But wait...the saffron farmers?  Crying again. The cardamom harvesters?  BRB, need more tissues.  This whole video is a TEARJERKER, but I need to know: are there any discounts on bulk Kleenex?"
hurdpPzEKjI,Indian businesses making the most expensive products? Guess I’ve been living on a budget! Time to start saving for that luxury item—who knew India was making such exclusive treasures? 💎💰😆
hurdpPzEKjI,"Wow, what an incredible journey through the exquisite craftsmanship and immense effort that goes into creating some of the world's most luxurious products! As I listened to the stories of artisans—from the meticulous carving of chess pieces, representing centuries of skill, to the delicate extraction of jasmine oil—my mind couldn't help but wander to my own experiences with handcrafted items; they always seem to carry a part of the creator with them."
hurdpPzEKjI,I thank all of the hard working folks in India who work tirelessly so that we can have expensive items/food.  Thank you from the bottom of my heart.  Seeing all of the hard work in the heat and sun..wow..
hurdpPzEKjI,"I know about this kind of agarwood, its price is so expensive"
hurdpPzEKjI,"Just for your information, the real saffron is the Iranian one, everyone in middle east know this fact, and thats why the Persian saffron sold multiple times more expensive than Indian one in Dubai, saudi, turkey, and the rest of the world."
hurdpPzEKjI,I am from Pakistan here we also used ghee my mom usually brought butter of desi cow from my grandparents and then she extract the ghee from it.
hurdpPzEKjI,Unientity provides chess pieces for the master chess associations. India provides for the prelims. Not the finals. We provide for the finals.
hurdpPzEKjI,That dress made from Muga silk is not a saree it’s called Mekhela Sador it’s a traditional dress that is worn by females in the indian state of Assam❤
hurdpPzEKjI,The people of India make more with little offered to please most make their life others life comfortable and happy.
hurdpPzEKjI,We also fox nut cultivation in Bihar and many workers work there. I see them work so hard.
hurdpPzEKjI,Saffron 😢 used to be business of kashmiri pandits thes Mfs snatched it
hurdpPzEKjI,"This is the best video I have watched in a long time. Thank you very, very much for showing"
hurdpPzEKjI,World is racist towards Indian but yet they need Indian made products. The irony.
hurdpPzEKjI,The sizes are defined by a westerners despite chess being an Indian game. Why can’t Indians define something on their own. Even yoga in India is being certified by western companies. Kuch to khud karo. Poori zindagi angrezon ki chaat‘te rahoge kya.
hurdpPzEKjI,Agar wood perfume and pat silk left to show from Assam
hurdpPzEKjI,14:50 Tahmil nahdoo 😂
hurdpPzEKjI,"Seeing these skilled craftsman, reminds me how the British colonialist DEINDUSTRIALISED INDIA. They smashed the factories, rendered cottage industries unviable due to high taxes and even maiming the artisans and craftsmen who have the talent passed on to them from generations. India dropped down having 24% share of world GDP to less than 4% in a span of 200 years. Never in its 7000 year history did it see such depredation. Britain not only  took around $61 trillion from India (as reported by Oxfam report) but it also crippled one of the richest civilisation and took all its treasures to the British museum."
hurdpPzEKjI,"All these item are very very expensive and not many of us can afford it, but I wonder how much these workers received in the chain of production of this luxurious item."
hurdpPzEKjI,Why are they still poor?
hurdpPzEKjI,"Indians are very hardworking people - complaining isn’t their philosophy, that’s why they can adapt and achieve great results. India Once a great civilisation who dominated world trade-Post colonial India is rising fast and strong all the best ❤"
hurdpPzEKjI,Notice how all the expensive businesses are reliant on the natural resources of this country not its man made or human resources.
hurdpPzEKjI,Just change the label to made in Italy then you can mark the price thousands time more. The amount craftsmen ship to make a chess board and set and the expensive one is just $500. But if it is made in same way in USA then it will be min $5000.
hurdpPzEKjI,Unique... 👍🙏
hurdpPzEKjI,Aloha hugs 🤗 Mahalo I saw the live Chest Tornament
hurdpPzEKjI,"I believe ancient India was one of the wealthiest empire ever, but unfortunately they got conquered by the British, India couldn't recover from that obviously seeing how poverty came in full force but somehow despite all that, they persevered, becoming one of the world's leading hands in mathematics and technology"
hurdpPzEKjI,guys everyone should try perfume from leearkk which is indian made and worth for money.i swear you won't regret😅.it will last upto 24 hrs pakkaaaa
hurdpPzEKjI,So damn good!
hurdpPzEKjI,"I’m truly happy to see such positive comments and appreciation for India. India is indeed a treasure—every time you explore it, you uncover something even more fascinating. Each state has its own unique culture, language, and heritage. Sadly, during British rule, so much of our wealth, charm, legacy, and distinctive art were taken from us. Even now, there are misconceptions about India—some call it a poor country, stereotype us with terms like ""curry,"" or express hatred towards Indians living abroad. Witnessing this bias is deeply hurtful.  

Thank you for making this video and shedding light on these talented craftsmen, who are unfortunately often underpaid. It means a lot."
hurdpPzEKjI,"Imagine the knight is missing one line on the neck, it will be end of the world 😂"
hurdpPzEKjI,I will never look at Makhana in the same way again. The amount of labour is something beyond I imagined. I knew it was tough..
hurdpPzEKjI,Are any of the toilets?
hurdpPzEKjI,"The pronunciation of PATAN is very wrong. It should be PAA-TA-N.....Please correct it. This is one of the most unique and iconic traditional legacy of Gujarati, India...."
hurdpPzEKjI,39:55 those poor female moths. What a shitty life
hurdpPzEKjI,"Business Insider - Master artisans 
BBC - Labours , workers. 
Thank you Business Insider 🫡"
hurdpPzEKjI,Jesus love you all so mcuh he can save us all for real✝️❤️
hurdpPzEKjI,Outstanding documentary. Thank you
hurdpPzEKjI,"Assam have 3 type of silk..
Muga(golden silk )n eri n pat...
N Assam is a land of agar wood.....❤❤❤❤❤"
hurdpPzEKjI,I like the guy Franklin Roosevelt!
TNRj9lS54I8,Nonsense... Stupid... Modiji cheated Make in India manufacturers is true.
TNRj9lS54I8,"भारत माँ की यही पुकार,
मेक इन इंडिया, हो साकार।
उद्योगों से देश सजाएँ,
आत्मनिर्भर भारत बनाएँ।
कौशल विकास से युवा बढ़ेंगे,
नए उद्योग और काम मिलेंगे।
गाँव-शहर सब साथ चलेंगे,
मेक इन इंडिया का सपना रचेंगे।
आओ मिलकर कदम बढ़ाएँ,
मेक इन इंडिया को सफल बनाएँ।
हर घर में गूँजे यही नारा,
मेक इन इंडिया, देश हमारा।"""
TNRj9lS54I8,Petrol diesel electric gas solar battery robot and chemical water don't vehicle engine running Ganesh TL project 💚🌎🌍💚....
TNRj9lS54I8,None of the make in India targets set in 2014 have been met. What creative ways to spread lies. Look up what these numbers mean. And these idiots here being so proud while their ceilings leak
TNRj9lS54I8,We should be an exporter not an importer in coming future.Lets all work together.
TNRj9lS54I8,India is Superpower in Telling Stories and doing Good debate. China is Superpower in Innovation and Development.
TNRj9lS54I8,It is good if in making Vikrant we used 100% parts and components made in india
TNRj9lS54I8,❤❤❤😂
TNRj9lS54I8,Too much propaganda. What nonsense.
TNRj9lS54I8,"Viksit Bharath...❎🙅🏽‍♂️
Fixit Bharath...☑️🙋🏾‍♂️"
TNRj9lS54I8,0:09 Map of India is wrong
TNRj9lS54I8,"so called weak PM, Sikent PM 2004-14 : economic growth 6.8%
So called task master, nationalist 2014-24: economic growth 5.9%
from 2014-24 purchasing power of our middile class people has decreased..
I hope now indians are understanding difference between Economist and Chaiwala...Chaiwala has destroyed indian middile class...........Entire country has been handed over to Adani and Ambai...."
TNRj9lS54I8,Modi hai toh mumkin hai
TNRj9lS54I8,Why Raghuram Rajan says that Make in India manufacturing wouldn't work in India? We should rather focus on service industries. Fact is we should focus on both.
TNRj9lS54I8,"Ins vikrant started in 2009 , cycle used to export to Europe before make in india too  and tell me is there really export increase in regards of import"
TNRj9lS54I8,Proud of honest patriotic Modi government 🤗🤗🙏🏼🙏🏼
TNRj9lS54I8,"Stop this feel good news , why our rupees is falling."
TNRj9lS54I8,"2nd in mobile manufacturing, soon semicon will also rise. 
Textiles is also rising."
TNRj9lS54I8,"Make in india ❌ 
Assemble in india 👍"
TNRj9lS54I8,"Excellent informative video with data  on Indian economy, thanks & ❤❤❤"
TNRj9lS54I8,Why people don’t watch this type of content? Everybody’s involvement and dedicated work are required to develop India.
cMBFq1ZUv6A,"Well well well
Make in india failed miserably....."
cMBFq1ZUv6A,"Make in India is good . How about INVENT IN INDIA. 'For this a good incentive terms are required to be there for  inventors and innovators . introduction of spot patent system (immediate patent at the time of presenting application ) could prove to be a big incentive for this so that after patenting, the person can sell it according to terms suited to him. voices of inventions we here from outside India. Let us here these voices from within our country."
cMBFq1ZUv6A,Every time be focus  make in india
cMBFq1ZUv6A,Samll sector  financial  boost provides
cMBFq1ZUv6A,Full focus make in india  samll sector  and big sector
cMBFq1ZUv6A,Railway  bullet train  100% make in india
cMBFq1ZUv6A,#Boycott_MakeinIndia
cMBFq1ZUv6A,̺m̺a̺k̺e̺i̺n̺i̺n̺d̺i̺a̺-̺r̺a̺v̺i̺k̺u̺m̺a̺r̺-̺w̺o̺r̺l̺d̺
cMBFq1ZUv6A,"kkkiller@hotmail.com, krishna_loveu2002@yahoo.com, cricrishnakant@socialworker.net, crishnakant@lycos.com, crishnakant@gmail.com, instagram id -@krishnakant6404 , twitter id- @crishnakant"
cMBFq1ZUv6A,Good
cMBFq1ZUv6A,cool video but the people in the comments scare me holy shit
cMBFq1ZUv6A,"Showcase your ""MADE IN INDIA"" products to the World at "" Indozy.com ""  welcome Indian manufacturers, suppliers, and exporters Register as a supplier Free. #Make in India #Vocal for Local"
cMBFq1ZUv6A,"WOULD YOU WANTED YOUR
NAME ON
”ANTI DRUG OF COVID-19”
IF YOU CAN HELP ME FINAN-
CIALLY I CAN.DO IT.
Please contact me
AKEPATI.SUBBARAYUDU
A.P, INDIA.
Gmail:subbuakepati012@gmail.com
PH:8008172899
I FOUND ANTI DRUG OF COVID-19
IT’S CURE COVID-19 WITHIN THREE
DAYS"
cMBFq1ZUv6A,"I think, that India should surely make the following: Face-masks:  = (to export =World -Wide =all across the [very]_ World); ""Baby_Shark_ games and toys!!""  - ""Vid. Games""; ""Hand_sanitzers/soap(s)"" -etc.-M.K.S."
cMBFq1ZUv6A,"Please make a video about it


https://semiwiki.com/india/281849-india-is-yet-to-get-chip-manufacturing-companies-rajuprasad/

https://www.indiafilings.com/learn/electronic-hardware-technology-park/#:~:text=The%20scheme%20focuses%20on%20promoting,of%20electronics%20goods%20and%20services."
cMBFq1ZUv6A,"https://youtu.be/2DKHqWq86qQ
Stand with #makeinindia"
cMBFq1ZUv6A,"विदेशी छोड़िये
स्वदेशी अपनाइए 
और सहमत हैं
तो like दबाइए"
cMBFq1ZUv6A,"The Indian Government: hey guys make stuff in India

also Indian government: don't mind us were gonna buy these jets from France"
cMBFq1ZUv6A,जय हो विजय हो
cMBFq1ZUv6A,Good
cMBFq1ZUv6A,https://www.youtube.com/watch?v=dV0LcTIY10I&t=29s
cMBFq1ZUv6A,"namaste sir ji.... mai invovater hu ,maine ek aisa product banaya hai jisase india ka 60 se 70% paani bachega ,muzhe aapki sahayata ki avshyakata hai , demo ready hai ....muzhe make in india me aana hai..

dhananjay mhetre ... solapur maharashtra  8390906190"
cMBFq1ZUv6A,We are build India's first proper social networking service. It is still in developer build but we are making a set into the future. Check the website: https://ullashnetwork.com/
cMBFq1ZUv6A,Make in India.Made in India.
cMBFq1ZUv6A,"Anyone is open minded, fedup with 9-6 job, has dreams for himself and his family, is eager for learning, has willpower for taking decision, want to become an businessman 
Pls do whatsapp @ 9650247798"
cMBFq1ZUv6A,'SWEDESHI MOVEMENT'
cMBFq1ZUv6A,really nice video
cMBFq1ZUv6A,Jai Ho Modi Jai Ho India
cMBFq1ZUv6A,graphics and quotes don't sync...btw nyc attempt!
cMBFq1ZUv6A,what music is that?
cMBFq1ZUv6A,Seriously: It's a beautyfull montage with a beautyfull soundtrack.
cMBFq1ZUv6A,Need labor law refors in order to make india a manufacturing hub.
cMBFq1ZUv6A,india will have toilets by 2030
cMBFq1ZUv6A,Bravo #MakeInIndia
cMBFq1ZUv6A,"If in this Maharashtra harassing the industries how it possible in making Maharashtra or making india, making india is supporting the industries and revenue department harassing the industries. Our company is strongly supporting in making India throughout the agricultural cultivation of taluka wada farmers"
cMBFq1ZUv6A,"Go Indian business, the groundswell is happening.. to do well  in business learn from the Masters ..a good read is Old Masters Young Guns an ebook by John Ross Appleton (JR) learn more- 
http://www.24-7pressrelease.com/press-release/inspiration-for-young-business-entrepreneurs-from-the-new-release-ebook-old-masters-young-guns-by-john-ross-jr-420912.php"
cMBFq1ZUv6A,Really ?
cMBFq1ZUv6A,i bet they smoked up while making this.
cMBFq1ZUv6A,"All is good 
Graphics, music, colours, 

But there's no connection with the words and the images... That's a bad thing 

Anyway hats off to Modi"
cMBFq1ZUv6A,"All is good 
Graphics, music, colours, 

But there's no connection with the words and the images... That's a bad thing 

Anyway hats off to Modi"
cMBFq1ZUv6A,"more like ""Rape in India"":
http://www.ibtimes.com/rape-india-epidemic-sexual-violence-against-women-children-rape-laws-arent-enough-2157704"
cMBFq1ZUv6A,LETS MAKE IN INDIA.
cMBFq1ZUv6A,Very inspiring clip. Modi govt doing the Best that they can do. Now it is our turn to put our best of the best effort on any field we work or serve.
cMBFq1ZUv6A,This ad is incredible!
cMBFq1ZUv6A,Support  MODI's MAKE IN INDIA to MAKE INDIA.
cMBFq1ZUv6A,People who designed this video are the ones who can afford the bicycle
cMBFq1ZUv6A,Very hypnotic video....
cMBFq1ZUv6A,"INDIA IS THE FUTURE
THE ASIAN COUNTRY THAT WILL BECOME THE NEXT WORLD HEGEMON
I AM GLAD TO LIVE IN THE 21st CENTURY"
cMBFq1ZUv6A,I think text should appear with correct image.
cMBFq1ZUv6A,"The age of mass production factories working on the economics of scale is pretty much over.... But manufacturing does not stop... As Raghuram Rajan (Governor of Reserve Bank of India) has said, we must look at Make For India, instead of Making for the world (like China does)...."
